day,record_count
2020-08-15,1387
2020-08-14,1471
2020-08-13,1599
2020-08-12,1586
2020-08-11,1706
2020-08-10,1358
2020-08-09,1717
2020-08-08,1138
2020-08-07,1623
2020-08-06,1629
2020-08-05,1495
2020-08-04,1428
2020-08-03,1216
2020-08-02,1683
2020-08-01,1058
2020-07-31,881
2020-07-30,989
2020-07-29,1367
2020-07-28,1377
2020-07-27,797
2020-07-26,1088
2020-07-25,703
2020-07-24,691
2020-07-23,943
2020-07-22,1266
2020-07-21,1009
2020-07-20,934
2020-07-19,1677
2020-07-18,1179
2020-07-17,1318
2020-07-16,1626
2020-07-15,1352
2020-07-14,2084
2020-07-13,1559
2020-07-12,1979
2020-07-11,1540
2020-07-10,967
2020-07-09,1234
2020-07-08,1415
2020-07-07,1432
2020-07-06,1501
2020-07-05,2194
2020-07-04,1638
2020-07-03,1437
2020-07-02,1102
2020-07-01,1197
2020-06-30,1923
2020-06-29,1120
2020-06-28,1780
2020-06-27,1618
2020-06-26,1982
2020-06-25,1314
2020-06-24,1006
2020-06-23,1360
2020-06-22,1556
2020-06-21,1676
2020-06-20,1126
2020-06-19,928
2020-06-18,960
2020-06-17,912
2020-06-16,974
2020-06-15,1100
2020-06-14,1820
2020-06-13,1314
2020-06-12,1145
2020-06-11,1507
2020-06-10,1168
2020-06-09,1164
2020-06-08,1365
2020-06-07,2678
2020-06-06,1868
2020-06-05,1537
2020-06-04,1737
2020-06-03,1701
2020-06-02,1723
2020-06-01,1365
2020-05-31,2542
2020-05-30,1824
2020-05-29,1375
2020-05-28,1240
2020-05-27,1505
2020-05-26,1376
2020-05-25,1330
2020-05-24,2219
2020-05-23,2105
2020-05-22,2078
2020-05-21,2089
2020-05-20,2050
2020-05-19,1575
2020-05-18,1642
2020-05-17,2482
2020-05-16,2223
2020-05-15,1924
2020-05-14,1962
2020-05-13,1661
2020-05-12,1430
2020-05-11,1489
2020-05-10,3131
2020-05-09,3003
2020-05-08,3418
2020-05-07,3882
2020-05-06,2219
2020-05-05,2541
2020-05-04,2623
2020-05-03,4033
2020-05-02,2960
2020-05-01,3906
2020-04-30,2402
2020-04-29,1788
2020-04-28,1643
2020-04-27,1821
2020-04-26,3464
2020-04-25,2594
2020-04-24,1999
2020-04-23,1636
2020-04-22,1571
2020-04-21,2240
2020-04-20,2060
2020-04-19,3947
2020-04-18,2765
2020-04-17,1326
2020-04-16,1420
2020-04-15,1450
2020-04-14,1442
2020-04-13,1726
2020-04-12,1757
2020-04-11,1340
2020-04-10,1142
2020-04-09,1214
2020-04-08,1136
2020-04-07,1247
2020-04-06,1412
2020-04-05,2088
2020-04-04,1497
2020-04-03,1310
2020-04-02,1370
2020-04-01,1038
2020-03-31,1176
2020-03-30,1044
2020-03-29,2133
2020-03-28,1860
2020-03-27,1347
2020-03-26,1163
2020-03-25,1489
2020-03-24,1357
2020-03-23,1293
2020-03-22,2075
2020-03-21,2232
2020-03-20,1575
2020-03-19,1619
2020-03-18,1488
2020-03-17,1044
2020-03-16,1050
2020-03-15,2561
2020-03-14,2267
2020-03-13,1158
2020-03-12,1673
2020-03-11,1898
2020-03-10,2228
2020-03-09,1753
2020-03-08,3208
2020-03-07,2210
2020-03-06,1422
2020-03-05,1558
2020-03-04,2109
2020-03-03,2461
2020-03-02,2051
2020-03-01,5310
2020-02-29,2549
2020-02-28,1581
2020-02-27,3266
2020-02-26,2893
2020-02-25,2003
2020-02-24,1958
2020-02-23,2609
2020-02-22,2097
2020-02-21,1802
2020-02-20,1844
2020-02-19,1807
2020-02-18,2469
2020-02-17,2299
2020-02-16,4079
2020-02-15,2791
2020-02-14,1555
2020-02-13,2279
2020-02-12,2265
2020-02-11,2257
2020-02-10,2340
2020-02-09,5137
2020-02-08,2677
2020-02-07,1900
2020-02-06,2121
2020-02-05,2635
2020-02-04,2296
2020-02-03,2238
2020-02-02,5538
2020-02-01,4107
2020-01-31,3146
2020-01-30,3676
2020-01-29,3517
2020-01-28,3138
2020-01-27,2631
2020-01-26,6395
2020-01-25,4781
2020-01-24,3362
2020-01-23,3304
2020-01-22,3257
2020-01-21,2938
2020-01-20,2991
2020-01-19,6584
2020-01-18,5212
2020-01-17,4671
2020-01-16,7272
2020-01-15,5088
2020-01-14,6861
2020-01-13,3816
2020-01-12,11654
2020-01-11,6830
2020-01-10,6267
2020-01-09,6604
2020-01-08,3555
2020-01-07,2132
2020-01-06,2776
2020-01-05,6128
2020-01-04,5978
2020-01-03,6238
2020-01-02,8908
2020-01-01,3421
2019-12-31,1435
2019-12-30,2760
2019-12-29,5074
2019-12-28,4194
2019-12-27,3047
2019-12-26,2610
2019-12-25,1369
2019-12-24,1353
2019-12-23,2383
2019-12-22,4356
2019-12-21,3028
2019-12-20,1989
2019-12-19,1984
2019-12-18,1732
2019-12-17,1542
2019-12-16,1772
2019-12-15,3056
2019-12-14,2221
2019-12-13,1770
2019-12-12,2625
2019-12-11,2118
2019-12-10,1792
2019-12-09,2678
2019-12-08,4238
2019-12-07,2407
2019-12-06,2146
2019-12-05,1962
2019-12-04,1584
2019-12-03,1719
2019-12-02,1833
2019-12-01,2846
2019-11-30,1580
2019-11-29,1753
2019-11-28,2549
2019-11-27,2307
2019-11-26,2315
2019-11-25,2399
2019-11-24,4309
2019-11-23,3421
2019-11-22,3105
2019-11-21,3051
2019-11-20,3753
2019-11-19,2885
2019-11-18,2153
2019-11-17,5243
2019-11-16,3567
2019-11-15,2285
2019-11-14,2619
2019-11-13,3052
2019-11-12,3189
2019-11-11,3584
2019-11-10,4457
2019-11-09,3842
2019-11-08,3073
2019-11-07,2567
2019-11-06,2465
2019-11-05,3163
2019-11-04,2329
2019-11-03,4993
2019-11-02,3804
2019-11-01,4070
2019-10-31,2113
2019-10-30,3138
2019-10-29,2804
2019-10-28,3196
2019-10-27,5107
2019-10-26,3443
2019-10-25,3398
2019-10-24,3569
2019-10-23,3773
2019-10-22,4139
2019-10-21,3214
2019-10-20,3837
2019-10-19,2455
2019-10-18,2079
2019-10-17,2348
2019-10-16,2752
2019-10-15,2856
2019-10-14,2662
2019-10-13,5292
2019-10-12,3036
2019-10-11,2438
2019-10-10,2927
2019-10-09,2379
2019-10-08,2534
2019-10-07,3604
2019-10-06,6011
2019-10-05,4113
2019-10-04,3664
2019-10-03,4245
2019-10-02,4551
2019-10-01,3651
2019-09-30,3197
2019-09-29,6116
2019-09-28,3777
2019-09-27,3283
2019-09-26,4005
2019-09-25,3825
2019-09-24,3664
2019-09-23,3325
2019-09-22,6496
2019-09-21,5099
2019-09-20,3118
2019-09-19,3031
2019-09-18,2875
2019-09-17,1872
2019-09-16,2099
2019-09-15,4076
2019-09-14,2673
2019-09-13,2335
2019-09-12,2592
2019-09-11,2974
2019-09-10,3153
2019-09-09,3064
2019-09-08,4753
2019-09-07,4472
2019-09-06,2490
2019-09-05,2666
2019-09-04,2362
2019-09-03,1873
2019-09-02,2077
2019-09-01,3335
2019-08-31,3549
2019-08-30,1873
2019-08-29,2105
2019-08-28,2297
2019-08-27,1694
2019-08-26,1840
2019-08-25,1920
2019-08-24,1339
2019-08-23,1353
2019-08-22,1418
2019-08-21,1713
2019-08-20,2038
2019-08-19,1795
2019-08-18,2783
2019-08-17,1879
2019-08-16,1673
2019-08-15,2047
2019-08-14,2108
2019-08-13,2354
2019-08-12,2326
2019-08-11,2671
2019-08-10,2215
2019-08-09,2070
2019-08-08,1832
2019-08-07,2257
2019-08-06,2327
2019-08-05,2215
2019-08-04,3664
2019-08-03,3093
2019-08-02,2253
2019-08-01,2502
2019-07-31,3144
2019-07-30,2552
2019-07-29,2811
2019-07-28,4013
2019-07-27,3193
2019-07-26,2216
2019-07-25,2596
2019-07-24,2301
2019-07-23,2171
2019-07-22,1651
2019-07-21,3275
2019-07-20,2373
2019-07-19,1787
2019-07-18,2102
2019-07-17,2275
2019-07-16,2277
2019-07-15,2135
2019-07-14,3488
2019-07-13,1923
2019-07-12,2039
2019-07-11,2363
2019-07-10,2975
2019-07-09,2524
2019-07-08,2929
2019-07-07,4136
2019-07-06,2749
2019-07-05,2229
2019-07-04,3636
2019-07-03,3362
2019-07-02,3413
2019-07-01,1649
2019-06-30,2309
2019-06-29,1576
2019-06-28,1692
2019-06-27,2509
2019-06-26,2091
2019-06-25,2588
2019-06-24,1817
2019-06-23,2530
2019-06-22,1594
2019-06-21,1327
2019-06-20,1322
2019-06-19,2215
2019-06-18,1873
2019-06-17,1675
2019-06-16,3409
2019-06-15,3462
2019-06-14,2680
2019-06-13,1609
2019-06-12,1765
2019-06-11,1868
2019-06-10,2623
2019-06-09,3566
2019-06-08,3027
2019-06-07,2749
2019-06-06,3123
2019-06-05,3138
2019-06-04,2980
2019-06-03,2525
2019-06-02,4967
2019-06-01,3077
2019-05-31,3033
2019-05-30,3099
2019-05-29,2600
2019-05-28,2208
2019-05-27,2288
2019-05-26,3043
2019-05-25,2136
2019-05-24,1968
2019-05-23,2508
2019-05-22,2084
2019-05-21,1931
2019-05-20,1486
2019-05-19,4317
2019-05-18,2988
2019-05-17,1947
2019-05-16,2917
2019-05-15,3358
2019-05-14,2955
2019-05-13,1605
2019-05-12,2741
2019-05-11,2050
2019-05-10,1450
2019-05-09,2704
2019-05-08,2455
2019-05-07,1173
2019-05-06,1188
2019-05-05,2596
2019-05-04,1768
2019-05-03,1193
2019-05-02,1152
2019-05-01,2494
2019-04-30,1087
2019-04-29,1179
2019-04-28,2823
2019-04-27,1713
2019-04-26,1219
2019-04-25,1841
2019-04-24,1480
2019-04-23,1692
2019-04-22,2508
2019-04-21,2028
2019-04-20,1353
2019-04-19,1770
2019-04-18,1588
2019-04-17,1849
2019-04-16,1677
2019-04-15,1554
2019-04-14,2229
2019-04-13,2067
2019-04-12,1598
2019-04-11,1973
2019-04-10,2716
2019-04-09,1509
2019-04-08,1786
2019-04-07,3124
2019-04-06,2244
2019-04-05,1742
2019-04-04,1828
2019-04-03,2262
2019-04-02,1878
2019-04-01,1745
2019-03-31,2357
2019-03-30,1531
2019-03-29,1294
2019-03-28,1766
2019-03-27,2267
2019-03-26,1749
2019-03-25,1599
2019-03-24,3256
2019-03-23,2127
2019-03-22,1962
2019-03-21,1807
2019-03-20,1867
2019-03-19,2587
2019-03-18,2207
2019-03-17,4027
2019-03-16,3296
2019-03-15,2511
2019-03-14,4018
2019-03-13,2359
2019-03-12,2947
2019-03-11,3197
2019-03-10,7703
2019-03-09,7322
2019-03-08,3358
2019-03-07,3203
2019-03-06,4188
2019-03-05,2542
2019-03-04,1723
2019-03-03,3506
2019-03-02,4215
2019-03-01,2830
2019-02-28,2293
2019-02-27,2565
2019-02-26,1901
2019-02-25,1783
2019-02-24,3684
2019-02-23,2442
2019-02-22,2037
2019-02-21,2355
2019-02-20,2097
2019-02-19,1383
2019-02-18,2091
2019-02-17,3309
2019-02-16,2980
2019-02-15,2721
2019-02-14,2472
2019-02-13,3039
2019-02-12,2503
2019-02-11,3351
2019-02-10,4408
2019-02-09,3822
2019-02-08,2535
2019-02-07,2969
2019-02-06,3401
2019-02-05,3209
2019-02-04,2699
2019-02-03,3819
2019-02-02,4315
2019-02-01,1283
2019-01-31,1727
2019-01-30,1735
2019-01-29,933
2019-01-28,1228
2019-01-27,3886
2019-01-26,3211
2019-01-25,2377
2019-01-24,2500
2019-01-23,1709
2019-01-22,1551
2019-01-21,2110
2019-01-20,5392
2019-01-19,5797
2019-01-18,4471
2019-01-17,5895
2019-01-16,2657
2019-01-15,2841
2019-01-14,2232
2019-01-13,4674
2019-01-12,1895
2019-01-11,2211
2019-01-10,2621
2019-01-09,1770
2019-01-08,1919
2019-01-07,2218
2019-01-06,3290
2019-01-05,2940
2019-01-04,3132
2019-01-03,2087
2019-01-02,1583
2019-01-01,1680
2018-12-31,747
2018-12-30,1988
2018-12-29,2099
2018-12-28,1661
2018-12-27,2291
2018-12-26,1941
2018-12-25,792
2018-12-24,571
2018-12-23,1637
2018-12-22,1169
2018-12-21,1025
2018-12-20,1268
2018-12-19,1070
2018-12-18,1047
2018-12-17,980
2018-12-16,2486
2018-12-15,2172
2018-12-14,1306
2018-12-13,2029
2018-12-12,1763
2018-12-11,1260
2018-12-10,1281
2018-12-09,1885
2018-12-08,1410
2018-12-07,1152
2018-12-06,895
2018-12-05,592
2018-12-04,745
2018-12-03,678
2018-12-02,1434
2018-12-01,945
2018-11-30,658
2018-11-29,748
2018-11-28,1090
2018-11-27,495
2018-11-26,488
2018-11-25,911
2018-11-24,369
2018-11-23,427
2018-11-22,519
2018-11-21,622
2018-11-20,516
2018-11-19,566
2018-11-18,1426
2018-11-17,941
2018-11-16,646
2018-11-15,844
2018-11-14,816
2018-11-13,791
2018-11-12,1759
2018-11-11,2102
2018-11-10,568
2018-11-09,430
2018-11-08,721
2018-11-07,897
2018-11-06,727
2018-11-05,663
2018-11-04,1183
2018-11-03,921
2018-11-02,1026
2018-11-01,1856
2018-10-31,810
2018-10-30,792
2018-10-29,565
2018-10-28,1430
2018-10-27,850
2018-10-26,505
2018-10-25,650
2018-10-24,615
2018-10-23,570
2018-10-22,832
2018-10-21,1487
2018-10-20,937
2018-10-19,742
2018-10-18,743
2018-10-17,967
2018-10-16,730
2018-10-15,985
2018-10-14,1431
2018-10-13,665
2018-10-12,985
2018-10-11,915
2018-10-10,1411
2018-10-09,3967
2018-10-08,3279
2018-10-07,3686
2018-10-06,2322
2018-10-05,1973
2018-10-04,2472
2018-10-03,3308
2018-10-02,1103
2018-10-01,2180
2018-09-30,5476
2018-09-29,6991
2018-09-28,7060
2018-09-27,2732
2018-09-26,2324
2018-09-25,1404
2018-09-24,1377
2018-09-23,3152
2018-09-22,1426
2018-09-21,1187
2018-09-20,1114
2018-09-19,944
2018-09-18,1017
2018-09-17,689
2018-09-16,1231
2018-09-15,2118
2018-09-14,2011
2018-09-13,1624
2018-09-12,1611
2018-09-11,852
2018-09-10,1207
2018-09-09,2237
2018-09-08,2135
2018-09-07,1769
2018-09-06,2317
2018-09-05,1363
2018-09-04,1445
2018-09-03,1588
2018-09-02,1904
2018-09-01,1512
2018-08-31,1061
2018-08-30,1270
2018-08-29,1838
2018-08-28,865
2018-08-27,1247
2018-08-26,2082
2018-08-25,1673
2018-08-24,1584
2018-08-23,1913
2018-08-22,1918
2018-08-21,2280
2018-08-20,1659
2018-08-19,2010
2018-08-18,1142
2018-08-17,1079
2018-08-16,1616
2018-08-15,1932
2018-08-14,1337
2018-08-13,1475
2018-08-12,2115
2018-08-11,1515
2018-08-10,1739
2018-08-09,2625
2018-08-08,1695
2018-08-07,1157
2018-08-06,1215
2018-08-05,931
2018-08-04,313
2018-08-03,560
2018-08-02,875
2018-08-01,1111
2018-07-31,1163
2018-07-30,1381
2018-07-29,2455
2018-07-28,2403
2018-07-27,2319
2018-07-26,1354
2018-07-25,944
2018-07-24,1293
2018-07-23,1968
2018-07-22,2415
2018-07-21,2264
2018-07-20,1315
2018-07-19,1041
2018-07-18,1026
2018-07-17,803
2018-07-16,522
2018-07-15,996
2018-07-14,431
2018-07-13,566
2018-07-12,1150
2018-07-11,1825
2018-07-10,1746
2018-07-09,717
2018-07-08,1039
2018-07-07,812
2018-07-06,725
2018-07-05,810
2018-07-04,1679
2018-07-03,1328
2018-07-02,1093
2018-07-01,1702
2018-06-30,936
2018-06-29,688
2018-06-28,359
2018-06-27,362
2018-06-26,603
2018-06-25,399
2018-06-24,628
2018-06-23,501
2018-06-22,436
2018-06-21,554
2018-06-20,521
2018-06-19,969
2018-06-18,840
2018-06-17,1463
2018-06-16,1271
2018-06-15,771
2018-06-14,730
2018-06-13,714
2018-06-12,663
2018-06-11,772
2018-06-10,1123
2018-06-09,921
2018-06-08,862
2018-06-07,1109
2018-06-06,943
2018-06-05,1022
2018-06-04,954
2018-06-03,1481
2018-06-02,1182
2018-06-01,1108
2018-05-31,1220
2018-05-30,498
2018-05-29,303
2018-05-28,440
2018-05-27,632
2018-05-26,567
2018-05-25,707
2018-05-24,538
2018-05-23,699
2018-05-22,548
2018-05-21,630
2018-05-20,826
2018-05-19,380
2018-05-18,339
2018-05-17,455
2018-05-16,533
2018-05-15,466
2018-05-14,451
2018-05-13,657
2018-05-12,425
2018-05-11,371
2018-05-10,468
2018-05-09,453
2018-05-08,636
2018-05-07,436
2018-05-06,697
2018-05-05,531
2018-05-04,431
2018-05-03,624
2018-05-02,591
2018-05-01,1476
2018-04-30,920
2018-04-29,1384
2018-04-28,747
2018-04-27,668
2018-04-26,816
2018-04-25,971
2018-04-24,419
2018-04-23,208
2018-04-22,703
2018-04-21,449
2018-04-20,281
2018-04-19,344
2018-04-18,486
2018-04-17,439
2018-04-16,577
2018-04-15,1453
2018-04-14,1854
2018-04-13,1936
2018-04-12,1487
2018-04-11,993
2018-04-10,435
2018-04-09,610
2018-04-08,1252
2018-04-07,977
2018-04-06,423
2018-04-05,824
2018-04-04,734
2018-04-03,930
2018-04-02,1347
2018-04-01,800
2018-03-31,321
2018-03-30,399
2018-03-29,265
2018-03-28,238
2018-03-27,264
2018-03-26,329
2018-03-25,634
2018-03-24,834
2018-03-23,651
2018-03-22,671
2018-03-21,312
2018-03-20,315
2018-03-19,691
2018-03-18,1492
2018-03-17,930
2018-03-16,548
2018-03-15,507
2018-03-14,396
2018-03-13,820
2018-03-12,579
2018-03-11,1583
2018-03-10,1474
2018-03-09,914
2018-03-08,691
2018-03-07,918
2018-03-06,761
2018-03-05,891
2018-03-04,1456
2018-03-03,1550
2018-03-02,1262
2018-03-01,1375
2018-02-28,1239
2018-02-27,1268
2018-02-26,1051
2018-02-25,1355
2018-02-24,1241
2018-02-23,1079
2018-02-22,1019
2018-02-21,1212
2018-02-20,1199
2018-02-19,977
2018-02-18,1413
2018-02-17,1014
2018-02-16,901
2018-02-15,798
2018-02-14,700
2018-02-13,604
2018-02-12,807
2018-02-11,1426
2018-02-10,1184
2018-02-09,993
2018-02-08,1134
2018-02-07,1221
2018-02-06,985
2018-02-05,1014
2018-02-04,1396
2018-02-03,1015
2018-02-02,601
2018-02-01,614
2018-01-31,574
2018-01-30,518
2018-01-29,550
2018-01-28,1004
2018-01-27,832
2018-01-26,675
2018-01-25,789
2018-01-24,398
2018-01-23,434
2018-01-22,400
2018-01-21,489
2018-01-20,356
2018-01-19,392
2018-01-18,541
2018-01-17,734
2018-01-16,655
2018-01-15,831
2018-01-14,1119
2018-01-13,1148
2018-01-12,755
2018-01-11,624
2018-01-10,652
2018-01-09,853
2018-01-08,414
2018-01-07,596
2018-01-06,668
2018-01-05,849
2018-01-04,796
2018-01-03,690
2018-01-02,1241
2018-01-01,1295
2017-12-31,1136
2017-12-30,1496
2017-12-29,1134
2017-12-28,1127
2017-12-27,1210
2017-12-26,1057
2017-12-25,878
2017-12-24,679
2017-12-23,966
2017-12-22,669
2017-12-21,665
2017-12-20,544
2017-12-19,287
2017-12-18,259
2017-12-17,372
2017-12-16,434
2017-12-15,634
2017-12-14,346
2017-12-13,530
2017-12-12,398
2017-12-11,232
2017-12-10,408
2017-12-09,196
2017-12-08,206
2017-12-07,198
2017-12-06,248
2017-12-05,172
2017-12-04,233
2017-12-03,366
2017-12-02,219
2017-12-01,168
2017-11-30,333
2017-11-29,319
2017-11-28,220
2017-11-27,193
2017-11-26,254
2017-11-25,197
2017-11-24,206
2017-11-23,331
2017-11-22,292
2017-11-21,309
2017-11-20,330
2017-11-19,496
2017-11-18,387
2017-11-17,393
2017-11-16,388
2017-11-15,400
2017-11-14,395
2017-11-13,481
2017-11-12,828
2017-11-11,585
2017-11-10,606
2017-11-09,635
2017-11-08,620
2017-11-07,542
2017-11-06,554
2017-11-05,638
2017-11-04,438
2017-11-03,253
2017-11-02,311
2017-11-01,560
2017-10-31,226
2017-10-30,349
2017-10-29,605
2017-10-28,268
2017-10-27,308
2017-10-26,377
2017-10-25,368
2017-10-24,571
2017-10-23,613
2017-10-22,874
2017-10-21,577
2017-10-20,496
2017-10-19,652
2017-10-18,670
2017-10-17,544
2017-10-16,555
2017-10-15,722
2017-10-14,492
2017-10-13,510
2017-10-12,666
2017-10-11,467
2017-10-10,466
2017-10-09,592
2017-10-08,974
2017-10-07,875
2017-10-06,695
2017-10-05,1086
2017-10-04,872
2017-10-03,780
2017-10-02,436
2017-10-01,530
2017-09-30,269
2017-09-29,253
2017-09-28,310
2017-09-27,310
2017-09-26,370
2017-09-25,534
2017-09-24,620
2017-09-23,338
2017-09-22,305
2017-09-21,356
2017-09-20,392
2017-09-19,709
2017-09-18,581
2017-09-17,866
2017-09-16,789
2017-09-15,710
2017-09-14,870
2017-09-13,899
2017-09-12,862
2017-09-11,1200
2017-09-10,860
2017-09-09,307
2017-09-08,261
2017-09-07,214
2017-09-06,243
2017-09-05,249
2017-09-04,326
2017-09-03,473
2017-09-02,319
2017-09-01,357
2017-08-31,380
2017-08-30,823
2017-08-29,461
2017-08-28,337
2017-08-27,373
2017-08-26,311
2017-08-25,346
2017-08-24,339
2017-08-23,365
2017-08-22,346
2017-08-21,294
2017-08-20,401
2017-08-19,284
2017-08-18,251
2017-08-17,323
2017-08-16,312
2017-08-15,371
2017-08-14,269
2017-08-13,329
2017-08-12,214
2017-08-11,287
2017-08-10,341
2017-08-09,308
2017-08-08,262
2017-08-07,342
2017-08-06,368
2017-08-05,255
2017-08-04,264
2017-08-03,329
2017-08-02,342
2017-08-01,288
2017-07-31,139
2017-07-30,319
2017-07-29,294
2017-07-28,266
2017-07-27,263
2017-07-26,286
2017-07-25,282
2017-07-24,324
2017-07-23,598
2017-07-22,488
2017-07-21,402
2017-07-20,487
2017-07-19,490
2017-07-18,486
2017-07-17,403
2017-07-16,398
2017-07-15,251
2017-07-14,240
2017-07-13,310
2017-07-12,252
2017-07-11,235
2017-07-10,263
2017-07-09,253
2017-07-08,219
2017-07-07,283
2017-07-06,447
2017-07-05,194
2017-07-04,177
2017-07-03,148
2017-07-02,197
2017-07-01,155
2017-06-30,136
2017-06-29,160
2017-06-28,142
2017-06-27,190
2017-06-26,173
2017-06-25,187
2017-06-24,199
2017-06-23,151
2017-06-22,197
2017-06-21,205
2017-06-20,215
2017-06-19,224
2017-06-18,170
2017-06-17,133
2017-06-16,165
2017-06-15,213
2017-06-14,187
2017-06-13,243
2017-06-12,236
2017-06-11,328
2017-06-10,256
2017-06-09,279
2017-06-08,268
2017-06-07,303
2017-06-06,304
2017-06-05,362
2017-06-04,428
2017-06-03,371
2017-06-02,384
2017-06-01,421
2017-05-31,475
2017-05-30,528
2017-05-29,435
2017-05-28,522
2017-05-27,621
2017-05-26,980
2017-05-25,813
2017-05-24,681
2017-05-23,371
2017-05-22,296
2017-05-21,322
2017-05-20,295
2017-05-19,316
2017-05-18,334
2017-05-17,342
2017-05-16,323
2017-05-15,305
2017-05-14,458
2017-05-13,406
2017-05-12,357
2017-05-11,394
2017-05-10,429
2017-05-09,442
2017-05-08,491
2017-05-07,876
2017-05-06,417
2017-05-05,328
2017-05-04,287
2017-05-03,89
2017-05-02,49
2017-05-01,86
2017-04-30,102
2017-04-29,137
2017-04-28,176
2017-04-27,216
2017-04-26,210
2017-04-25,194
2017-04-24,169
2017-04-23,203
2017-04-22,177
2017-04-21,148
2017-04-20,174
2017-04-19,150
2017-04-18,193
2017-04-17,195
2017-04-16,223
2017-04-15,176
2017-04-14,218
2017-04-13,243
2017-04-12,172
2017-04-11,205
2017-04-10,171
2017-04-09,188
2017-04-08,178
2017-04-07,198
2017-04-06,184
2017-04-05,158
2017-04-04,184
2017-04-03,119
2017-04-02,148
2017-04-01,100
2017-03-31,122
2017-03-30,154
2017-03-29,166
2017-03-28,232
2017-03-27,202
2017-03-26,281
2017-03-25,251
2017-03-24,296
2017-03-23,325
2017-03-22,309
2017-03-21,426
2017-03-20,493
2017-03-19,613
2017-03-18,736
2017-03-17,1829
2017-03-16,659
2017-03-15,206
2017-03-14,202
2017-03-13,184
2017-03-12,257
2017-03-11,182
2017-03-10,182
2017-03-09,235
2017-03-08,231
2017-03-07,252
2017-03-06,208
2017-03-05,296
2017-03-04,223
2017-03-03,203
2017-03-02,239
2017-03-01,208
2017-02-28,143
2017-02-27,114
2017-02-26,209
2017-02-25,179
2017-02-24,187
2017-02-23,203
2017-02-22,178
2017-02-21,182
2017-02-20,192
2017-02-19,277
2017-02-18,222
2017-02-17,229
2017-02-16,323
2017-02-15,468
2017-02-14,354
2017-02-13,178
2017-02-12,239
2017-02-11,212
2017-02-10,161
2017-02-09,174
2017-02-08,195
2017-02-07,230
2017-02-06,123
2017-02-05,183
2017-02-04,178
2017-02-03,166
2017-02-02,161
2017-02-01,125
2017-01-31,195
2017-01-30,148
2017-01-29,222
2017-01-28,174
2017-01-27,169
2017-01-26,205
2017-01-25,230
2017-01-24,177
2017-01-23,218
2017-01-22,298
2017-01-21,241
2017-01-20,253
2017-01-19,311
2017-01-18,297
2017-01-17,328
2017-01-16,386
2017-01-15,528
2017-01-14,554
2017-01-13,1218
2017-01-12,635
2017-01-11,199
2017-01-10,297
2017-01-09,122
2017-01-08,160
2017-01-07,78
2017-01-06,64
2017-01-05,85
2017-01-04,91
2017-01-03,169
2017-01-02,160
2017-01-01,189
2016-12-31,100
2016-12-30,159
2016-12-29,190
2016-12-28,168
2016-12-27,209
2016-12-26,212
2016-12-25,179
2016-12-24,96
2016-12-23,118
2016-12-22,165
2016-12-21,140
2016-12-20,175
2016-12-19,151
2016-12-18,145
2016-12-17,96
2016-12-16,110
2016-12-15,133
2016-12-14,163
2016-12-13,181
2016-12-12,68
2016-12-11,149
2016-12-10,118
2016-12-09,115
2016-12-08,115
2016-12-07,77
2016-12-06,131
2016-12-05,87
2016-12-04,100
2016-12-03,104
2016-12-02,73
2016-12-01,75
2016-11-30,88
2016-11-29,109
2016-11-28,95
2016-11-27,102
2016-11-26,80
2016-11-25,85
2016-11-24,199
2016-11-23,64
2016-11-22,101
2016-11-21,123
2016-11-20,126
2016-11-19,115
2016-11-18,141
2016-11-17,214
2016-11-16,431
2016-11-15,136
2016-11-14,123
2016-11-13,175
2016-11-12,137
2016-11-11,111
2016-11-10,137
2016-11-09,142
2016-11-08,147
2016-11-07,112
2016-11-06,187
2016-11-05,151
2016-11-04,130
2016-11-03,141
2016-11-02,114
2016-11-01,130
2016-10-31,58
2016-10-30,57
2016-10-29,52
2016-10-28,53
2016-10-27,55
2016-10-26,54
2016-10-25,49
2016-10-24,43
2016-10-23,86
2016-10-22,70
2016-10-21,74
2016-10-20,95
2016-10-19,57
2016-10-18,72
2016-10-17,58
2016-10-16,68
2016-10-15,48
2016-10-14,82
2016-10-13,61
2016-10-12,78
2016-10-11,52
2016-10-10,49
2016-10-09,61
2016-10-08,42
2016-10-07,50
2016-10-06,41
2016-10-05,47
2016-10-04,51
2016-10-03,45
2016-10-02,63
2016-10-01,41
2016-09-30,47
2016-09-29,75
2016-09-28,46
2016-09-27,49
2016-09-26,52
2016-09-25,68
2016-09-24,47
2016-09-23,36
2016-09-22,32
2016-09-21,42
2016-09-20,54
2016-09-19,50
2016-09-18,55
2016-09-17,34
2016-09-16,43
2016-09-15,95
2016-09-14,40
2016-09-13,30
2016-09-12,27
2016-09-11,49
2016-09-10,24
2016-09-09,29
2016-09-08,35
2016-09-07,15
2016-09-06,29
2016-09-05,28
2016-09-04,51
2016-09-03,36
2016-09-02,23
2016-09-01,19
2016-08-31,16
2016-08-30,19
2016-08-29,26
2016-08-28,54
2016-08-27,53
2016-08-26,48
2016-08-25,61
2016-08-24,58
2016-08-23,68
2016-08-22,55
2016-08-21,60
2016-08-20,30
2016-08-19,35
2016-08-18,41
2016-08-17,36
2016-08-16,66
2016-08-15,81
2016-08-14,63
2016-08-13,60
2016-08-12,72
2016-08-11,61
2016-08-10,85
2016-08-09,76
2016-08-08,75
2016-08-07,79
2016-08-06,64
